timestamp,request_id,user_id,service_name,endpoint,http_method,status_code,response_time_ms,region,error_type
2026-04-10T08:03:27Z,R46676,U2072,order-service,/orders,POST,200,271,eu-west,
2026-04-10T08:03:46Z,R46991,U1171,search-service,/search/autocomplete,POST,200,1410,ap-east,
2026-04-10T08:04:02Z,R03566,U2012,search-service,/search/results,GET,200,869,eu-west,
2026-04-10T08:05:00Z,R16650,U2428,search-service,/search/autocomplete,GET,404,914,eu-west,
2026-04-10T08:05:04Z,R32352,U0046,order-service,/orders/checkout,GET,200,329,eu-west,
2026-04-10T08:05:08Z,R31521,U0272,notification-service,/notifications/send,GET,400,239,eu-west,
2026-04-10T08:05:45Z,R41265,U0529,order-service,/orders/checkout,POST,404,276,eu-west,
2026-04-10T08:05:45Z,R47304,U0576,auth-service,/password/reset,PUT,200,97,eu-central,
2026-04-10T08:05:53Z,R14331,U0391,notification-service,/notifications/status,POST,404,86,ap-east,
2026-04-10T08:05:55Z,R49725,U1462,payment-service,/payments/confirm,POST,200,283,eu-west,
2026-04-10T08:06:00Z,R37836,U1089,payment-service,/payments,POST,200,1859,us-east,
2026-04-10T08:06:17Z,R16721,U0040,order-service,/orders/create,GET,200,227,eu-west,
2026-04-10T08:06:29Z,R31284,U0238,payment-service,/payments/refund,PUT,200,731,us-east,
2026-04-10T08:06:51Z,R42299,U0752,search-service,/search/results,GET,200,1227,us-east,
2026-04-10T08:06:52Z,R21409,U0484,order-service,/orders/checkout,POST,200,422,eu-west,
2026-04-10T08:06:54Z,R33526,U2480,order-service,/orders/update,POST,200,239,eu-west,
2026-04-10T08:07:00Z,R22571,U0279,notification-service,/notifications/status,POST,200,208,eu-west,
2026-04-10T08:07:02Z,R18866,U1373,notification-service,/notifications/preferences,POST,404,176,us-east,
2026-04-10T08:07:07Z,R21748,U0295,notification-service,/notifications/preferences,POST,200,125,eu-west,
2026-04-10T08:07:11Z,R00103,U2397,order-service,/orders/create,POST,401,128,eu-west,
2026-04-10T08:07:22Z,R40199,U2059,auth-service,/password/reset,POST,201,166,eu-west,
2026-04-10T08:07:36Z,R35654,U0016,notification-service,/notifications/status,GET,200,287,ap-east,
2026-04-10T08:07:39Z,R41626,U1136,auth-service,/password/reset,POST,401,135,eu-central,
2026-04-10T08:07:43Z,R11104,U0159,notification-service,/notifications/preferences,POST,500,1496,ap-east,InternalError
2026-04-10T08:07:51Z,R43864,U2320,notification-service,/notifications/preferences,POST,403,172,eu-central,
2026-04-10T08:07:53Z,R17355,U1054,notification-service,/notifications/status,GET,200,155,eu-central,
2026-04-10T08:08:21Z,R47601,U1357,auth-service,/login,POST,200,154,eu-west,
2026-04-10T08:08:26Z,R19420,U1487,auth-service,/logout,PUT,200,137,eu-west,
2026-04-10T08:09:28Z,R01194,U1942,notification-service,/notifications/send,POST,200,97,eu-west,
2026-04-10T08:09:43Z,R37084,U0430,order-service,/orders/create,PUT,201,312,eu-west,
2026-04-10T08:09:46Z,R19964,U0752,auth-service,/password/reset,POST,200,131,ap-east,
2026-04-10T08:09:47Z,R02582,U0989,order-service,/orders/history,POST,200,1446,us-east,
2026-04-10T08:09:58Z,R33149,U0711,search-service,/search/results,GET,200,829,eu-west,
2026-04-10T08:10:03Z,R27680,U0450,payment-service,/payments/refund,POST,200,399,eu-central,
2026-04-10T08:10:06Z,R04187,U0117,auth-service,/logout,POST,204,652,eu-west,
2026-04-10T08:10:28Z,R17801,U1654,notification-service,/notifications/status,POST,201,56,eu-central,
2026-04-10T08:10:29Z,R42366,U2461,auth-service,/token/refresh,POST,200,122,eu-west,
2026-04-10T08:10:42Z,R23907,U0281,search-service,/search,GET,200,477,eu-west,
2026-04-10T08:10:45Z,R41360,U2163,payment-service,/payments/confirm,POST,302,1143,eu-central,
2026-04-10T08:10:48Z,R00340,U2487,payment-service,/payments/confirm,POST,200,20,us-east,
2026-04-10T08:10:50Z,R09368,U2447,order-service,/orders/update,GET,302,173,eu-west,
2026-04-10T08:11:02Z,R39182,U1753,order-service,/orders/create,GET,404,253,eu-central,
2026-04-10T08:11:07Z,R00631,U0786,search-service,/search/results,GET,200,1842,eu-west,
2026-04-10T08:11:07Z,R41859,U0777,auth-service,/password/reset,POST,200,31,eu-west,
2026-04-10T08:11:08Z,R31927,U2401,notification-service,/notifications/preferences,POST,200,195,eu-west,
2026-04-10T08:11:18Z,R14465,U2036,search-service,/search,GET,200,679,ap-east,
2026-04-10T08:11:19Z,R32101,U1159,search-service,/search/filter,GET,502,1170,eu-west,BadGateway
2026-04-10T08:11:21Z,R08935,U1328,notification-service,/notifications/preferences,PUT,200,48,eu-central,
2026-04-10T08:11:28Z,R28928,U1094,notification-service,/notifications/send,GET,200,206,us-east,
2026-04-10T08:11:34Z,R32186,U1731,search-service,/search/results,GET,204,757,eu-west,
2026-04-10T08:11:39Z,R48865,U1840,notification-service,/notifications/preferences,GET,301,191,eu-central,
2026-04-10T08:11:43Z,R20088,U0850,order-service,/orders/history,PUT,200,20,eu-west,
2026-04-10T08:11:56Z,R39114,U2438,notification-service,/notifications/send,POST,200,126,eu-west,
2026-04-10T08:12:09Z,R19908,U1877,payment-service,/payments/confirm,POST,200,20,eu-central,
2026-04-10T08:12:10Z,R02057,U1896,auth-service,/register,POST,200,1103,eu-central,
2026-04-10T08:12:11Z,R00595,U0006,payment-service,/payments/refund,PUT,500,1918,eu-central,DatabaseError
2026-04-10T08:12:33Z,R29433,U1697,payment-service,/payments/refund,GET,200,349,eu-west,
2026-04-10T08:12:39Z,R08465,U1915,order-service,/orders/history,GET,200,301,eu-west,
2026-04-10T08:12:40Z,R22492,U2453,auth-service,/password/reset,POST,500,1382,eu-west,InternalError
2026-04-10T08:12:41Z,R41791,U1943,auth-service,/login,POST,200,96,eu-central,
2026-04-10T08:12:52Z,R23528,U0439,payment-service,/payments/confirm,PUT,200,565,eu-central,
2026-04-10T08:13:04Z,R35237,U1866,order-service,/orders/checkout,GET,400,1497,eu-west,
2026-04-10T08:13:07Z,R26435,U1665,auth-service,/register,POST,301,68,eu-west,
2026-04-10T08:13:26Z,R05814,U1747,payment-service,/payments,POST,500,2274,eu-central,Timeout
2026-04-10T08:13:29Z,R04213,U1409,payment-service,/payments/refund,PUT,200,20,eu-west,
2026-04-10T08:13:35Z,R00363,U1824,auth-service,/logout,GET,204,104,eu-west,
2026-04-10T08:13:35Z,R27469,U0170,order-service,/orders/checkout,POST,403,292,ap-east,
2026-04-10T08:13:50Z,R36908,U2183,payment-service,/payments/refund,POST,200,56,eu-central,
2026-04-10T08:13:59Z,R16178,U1177,notification-service,/notifications/send,POST,200,168,eu-west,
2026-04-10T08:14:26Z,R22088,U2285,notification-service,/notifications/send,POST,201,214,eu-west,
2026-04-10T08:14:37Z,R13947,U0346,order-service,/orders/update,GET,200,212,eu-west,
2026-04-10T08:14:45Z,R19180,U0365,search-service,/search/filter,GET,200,654,us-east,
2026-04-10T08:15:26Z,R15274,U0463,notification-service,/notifications/send,GET,200,383,eu-west,
2026-04-10T08:15:46Z,R26348,U2469,search-service,/search/results,GET,200,963,eu-west,
2026-04-10T08:15:47Z,R21283,U1022,auth-service,/token/refresh,POST,200,166,eu-west,
2026-04-10T08:16:07Z,R30645,U1214,notification-service,/notifications/status,POST,200,1147,eu-central,
2026-04-10T08:16:08Z,R47719,U1130,search-service,/search,GET,200,684,eu-central,
2026-04-10T08:16:19Z,R13452,U1047,order-service,/orders/history,POST,401,433,eu-west,
2026-04-10T08:16:21Z,R16059,U1132,order-service,/orders,GET,200,1394,eu-west,
2026-04-10T08:16:40Z,R00483,U2238,order-service,/orders/create,GET,200,282,eu-west,
2026-04-10T08:16:44Z,R07585,U0952,search-service,/search/autocomplete,POST,200,963,eu-west,
2026-04-10T08:16:44Z,R27820,U0936,notification-service,/notifications/send,POST,200,233,eu-west,
2026-04-10T08:17:17Z,R18724,U0887,order-service,/orders/checkout,GET,200,152,eu-west,
2026-04-10T08:17:20Z,R32460,U2323,order-service,/orders/checkout,GET,403,1423,eu-west,
2026-04-10T08:17:40Z,R31134,U0981,payment-service,/payments/status,POST,500,1906,eu-west,Timeout
2026-04-10T08:17:49Z,R00169,U1866,payment-service,/payments,POST,401,534,eu-central,
2026-04-10T08:17:58Z,R23884,U1718,auth-service,/login,POST,200,109,eu-west,
2026-04-10T08:17:59Z,R32899,U0037,order-service,/orders/create,POST,200,230,eu-west,
2026-04-10T08:18:00Z,R35230,U0649,search-service,/search/filter,GET,200,1305,us-east,
2026-04-10T08:18:09Z,R11009,U1409,auth-service,/login,POST,400,183,eu-west,
2026-04-10T08:18:19Z,R30700,U1630,order-service,/orders/update,GET,400,271,eu-west,
2026-04-10T08:18:30Z,R29494,U0395,order-service,/orders/update,GET,200,381,eu-west,
2026-04-10T08:18:41Z,R26923,U0759,auth-service,/logout,POST,200,74,eu-west,
2026-04-10T08:19:25Z,R40669,U0741,order-service,/orders/create,GET,200,257,us-east,
2026-04-10T08:19:25Z,R48217,U0176,search-service,/search/autocomplete,GET,200,864,eu-west,
2026-04-10T08:19:28Z,R38360,U0181,auth-service,/password/reset,POST,400,248,eu-central,
2026-04-10T08:19:30Z,R25800,U1011,search-service,/search/autocomplete,GET,500,1751,ap-east,InternalError
2026-04-10T08:19:39Z,R41784,U2015,payment-service,/payments/confirm,POST,201,538,eu-central,
2026-04-10T08:19:44Z,R05253,U1802,notification-service,/notifications/send,POST,200,173,eu-west,
2026-04-10T08:19:59Z,R40025,U2404,order-service,/orders/create,POST,200,325,eu-west,
2026-04-10T08:20:22Z,R47308,U1509,auth-service,/register,POST,200,65,eu-west,
2026-04-10T08:20:25Z,R30614,U0516,auth-service,/logout,POST,200,161,eu-west,
2026-04-10T08:20:45Z,R30972,U0349,search-service,/search/autocomplete,GET,401,1615,us-east,
2026-04-10T08:20:45Z,R43514,U0618,search-service,/search/results,GET,200,907,eu-west,
2026-04-10T08:20:53Z,R44751,U1251,payment-service,/payments/confirm,POST,200,493,eu-central,
2026-04-10T08:20:58Z,R20422,U1466,notification-service,/notifications/send,POST,200,230,eu-west,
2026-04-10T08:21:08Z,R21027,U0392,search-service,/search/autocomplete,GET,201,695,us-east,
2026-04-10T08:21:11Z,R29954,U2309,notification-service,/notifications/preferences,POST,200,244,eu-central,
2026-04-10T08:21:28Z,R08774,U2048,payment-service,/payments/status,POST,400,579,eu-west,
2026-04-10T08:21:39Z,R22589,U1109,search-service,/search,GET,500,1037,eu-west,InternalError
2026-04-10T08:21:51Z,R19162,U0585,payment-service,/payments/refund,POST,200,605,eu-west,
2026-04-10T08:22:12Z,R06333,U0741,notification-service,/notifications/send,GET,200,190,eu-west,
2026-04-10T08:22:24Z,R41324,U1100,auth-service,/login,POST,400,143,eu-west,
2026-04-10T08:22:43Z,R02364,U1541,order-service,/orders/history,GET,204,284,eu-west,
2026-04-10T08:22:48Z,R02938,U1237,payment-service,/payments/status,DELETE,301,329,eu-west,
2026-04-10T08:22:51Z,R10222,U1954,search-service,/search/autocomplete,GET,503,2838,us-east,Timeout
2026-04-10T08:22:56Z,R04449,U0249,auth-service,/logout,POST,200,128,eu-west,
2026-04-10T08:23:01Z,R39374,U0404,auth-service,/login,POST,200,175,eu-west,
2026-04-10T08:23:04Z,R06094,U0958,notification-service,/notifications/send,GET,200,215,eu-central,
2026-04-10T08:23:07Z,R38233,U1985,auth-service,/register,POST,404,162,ap-east,
2026-04-10T08:23:28Z,R05794,U2406,payment-service,/payments/confirm,POST,201,608,eu-west,
2026-04-10T08:23:38Z,R43304,U0187,order-service,/orders/create,GET,200,371,ap-east,
2026-04-10T08:23:46Z,R38628,U0652,notification-service,/notifications/status,POST,200,222,eu-central,
2026-04-10T08:23:47Z,R13481,U1195,auth-service,/logout,POST,200,81,eu-west,
2026-04-10T08:23:55Z,R26705,U1544,search-service,/search,GET,200,805,eu-west,
2026-04-10T08:24:14Z,R26710,U0529,order-service,/orders,POST,200,297,eu-west,
2026-04-10T08:24:20Z,R04321,U1062,search-service,/search/results,GET,200,257,ap-east,
2026-04-10T08:24:54Z,R34403,U1469,auth-service,/register,POST,200,92,eu-central,
2026-04-10T08:24:57Z,R32751,U0036,search-service,/search/autocomplete,GET,200,1991,eu-west,
2026-04-10T08:25:09Z,R21010,U0223,auth-service,/password/reset,POST,200,54,eu-west,
2026-04-10T08:25:28Z,R40346,U0535,notification-service,/notifications/status,POST,200,213,eu-central,
2026-04-10T08:25:57Z,R49045,U0031,search-service,/search/autocomplete,GET,204,523,us-east,
2026-04-10T08:26:08Z,R43997,U2084,order-service,/orders/history,PUT,200,253,us-east,
2026-04-10T08:26:20Z,R21506,U2439,auth-service,/login,POST,200,180,ap-east,
2026-04-10T08:26:39Z,R01493,U0405,order-service,/orders/history,POST,200,364,eu-central,
2026-04-10T08:27:40Z,R30519,U0311,notification-service,/notifications/send,POST,200,109,eu-west,
2026-04-10T08:28:00Z,R09905,U1643,auth-service,/login,POST,404,88,eu-west,
2026-04-10T08:28:00Z,R19296,U1363,search-service,/search/results,GET,200,781,eu-west,
2026-04-10T08:28:03Z,R42743,U0767,search-service,/search/results,GET,200,1843,eu-west,
2026-04-10T08:28:05Z,R19539,U0067,search-service,/search,GET,301,915,eu-west,
2026-04-10T08:28:19Z,R10561,U0013,notification-service,/notifications/status,POST,201,282,eu-west,
2026-04-10T08:28:20Z,R13813,U1967,order-service,/orders/create,GET,404,119,eu-central,
2026-04-10T08:28:21Z,R39529,U1460,search-service,/search/filter,GET,200,545,eu-west,
2026-04-10T08:28:34Z,R00665,U0918,notification-service,/notifications/status,GET,201,113,eu-west,
2026-04-10T08:28:53Z,R20856,U0778,auth-service,/password/reset,POST,200,1149,us-east,
2026-04-10T08:28:58Z,R06142,U2488,auth-service,/password/reset,POST,200,182,eu-west,
2026-04-10T08:29:00Z,R40464,U0488,notification-service,/notifications/send,POST,403,162,eu-west,
2026-04-10T08:29:25Z,R23592,U0410,payment-service,/payments/status,POST,200,992,eu-west,
2026-04-10T08:29:42Z,R29340,U1776,payment-service,/payments,PUT,200,474,eu-central,
2026-04-10T08:30:11Z,R48875,U2482,auth-service,/password/reset,POST,502,1835,eu-west,BadGateway
2026-04-10T08:30:15Z,R10994,U1134,auth-service,/logout,GET,200,160,eu-west,
2026-04-10T08:30:48Z,R23976,U0361,auth-service,/register,POST,204,98,eu-central,
2026-04-10T08:30:49Z,R27123,U0002,search-service,/search,GET,200,1177,ap-east,
2026-04-10T08:31:03Z,R33777,U1335,order-service,/orders,POST,503,1786,us-east,Timeout
2026-04-10T08:31:08Z,R00469,U1188,auth-service,/password/reset,POST,200,200,eu-central,
2026-04-10T08:31:10Z,R11359,U0089,search-service,/search/autocomplete,GET,200,845,us-east,
2026-04-10T08:31:19Z,R45894,U0381,notification-service,/notifications/status,POST,200,191,eu-west,
2026-04-10T08:31:23Z,R38543,U2436,payment-service,/payments/refund,GET,200,346,ap-east,
2026-04-10T08:31:52Z,R44926,U0119,auth-service,/password/reset,GET,200,202,eu-west,
2026-04-10T08:32:49Z,R20117,U1064,notification-service,/notifications/preferences,POST,201,151,eu-west,
2026-04-10T08:32:59Z,R17535,U0534,payment-service,/payments,POST,200,1518,eu-central,
2026-04-10T08:33:14Z,R46900,U2018,payment-service,/payments,PUT,200,1959,eu-central,
2026-04-10T08:33:15Z,R47211,U1400,auth-service,/logout,POST,403,159,eu-west,
2026-04-10T08:33:33Z,R11911,U0758,notification-service,/notifications/preferences,POST,503,962,us-east,ServiceUnavailable
2026-04-10T08:33:41Z,R25872,U2311,notification-service,/notifications/send,GET,200,268,eu-central,
2026-04-10T08:33:46Z,R44671,U0690,payment-service,/payments/refund,POST,200,197,ap-east,
2026-04-10T08:34:04Z,R31554,U2372,order-service,/orders/history,POST,200,1168,us-east,
2026-04-10T08:34:06Z,R08104,U0901,auth-service,/login,POST,200,128,us-east,
2026-04-10T08:34:09Z,R14507,U0557,order-service,/orders/checkout,GET,201,335,ap-east,
2026-04-10T08:34:21Z,R31525,U1922,order-service,/orders/checkout,PUT,200,386,ap-east,
2026-04-10T08:34:24Z,R31472,U1572,order-service,/orders/history,GET,502,1977,eu-central,BadGateway
2026-04-10T08:34:25Z,R13584,U1099,order-service,/orders/create,GET,200,836,us-east,
2026-04-10T08:34:34Z,R24022,U2009,auth-service,/register,POST,200,80,eu-west,
2026-04-10T08:34:43Z,R19344,U2068,order-service,/orders/update,GET,200,272,ap-east,
2026-04-10T08:34:51Z,R40311,U2402,payment-service,/payments/status,POST,200,518,eu-central,
2026-04-10T08:35:17Z,R33095,U1632,auth-service,/password/reset,POST,200,150,eu-west,
2026-04-10T08:35:23Z,R17274,U2066,auth-service,/token/refresh,POST,200,57,eu-west,
2026-04-10T08:35:29Z,R32904,U1007,search-service,/search/autocomplete,GET,404,870,us-east,
2026-04-10T08:35:31Z,R15128,U0233,order-service,/orders/create,GET,200,333,eu-central,
2026-04-10T08:36:02Z,R41215,U1922,payment-service,/payments/refund,POST,504,2490,eu-central,Timeout
2026-04-10T08:36:34Z,R10956,U0987,search-service,/search/autocomplete,GET,200,902,eu-west,
2026-04-10T08:36:44Z,R37766,U2131,payment-service,/payments/confirm,GET,200,526,ap-east,
2026-04-10T08:36:51Z,R47188,U0250,payment-service,/payments/refund,GET,200,482,eu-west,
2026-04-10T08:36:57Z,R28027,U1749,auth-service,/password/reset,GET,200,89,eu-west,
2026-04-10T08:37:23Z,R18100,U1064,notification-service,/notifications/status,GET,200,263,eu-west,
2026-04-10T08:37:27Z,R17192,U1805,payment-service,/payments,PUT,200,371,eu-west,
2026-04-10T08:37:29Z,R02020,U0910,auth-service,/logout,POST,200,40,eu-west,
2026-04-10T08:37:35Z,R43214,U0210,order-service,/orders/update,POST,401,367,eu-central,
2026-04-10T08:37:41Z,R43885,U0915,payment-service,/payments/refund,POST,200,643,eu-west,
2026-04-10T08:37:44Z,R39590,U0683,payment-service,/payments/refund,POST,200,510,ap-east,
2026-04-10T08:37:48Z,R00388,U1695,order-service,/orders/create,POST,200,427,eu-central,
2026-04-10T08:38:17Z,R39023,U0540,auth-service,/token/refresh,POST,200,148,eu-west,
2026-04-10T08:38:20Z,R31492,U1761,auth-service,/register,PUT,200,88,eu-central,
2026-04-10T08:38:57Z,R23762,U2090,payment-service,/payments/confirm,POST,200,37,eu-west,
2026-04-10T08:39:04Z,R01498,U1871,payment-service,/payments,GET,200,267,eu-west,
2026-04-10T08:39:19Z,R22880,U0463,auth-service,/login,POST,200,128,eu-west,
2026-04-10T08:39:21Z,R23633,U1639,payment-service,/payments/status,PUT,201,563,eu-west,
2026-04-10T08:39:23Z,R21575,U0412,auth-service,/login,POST,200,177,us-east,
2026-04-10T08:39:23Z,R49509,U1273,search-service,/search,GET,200,1008,eu-central,
2026-04-10T08:39:24Z,R49206,U1397,search-service,/search,GET,200,633,eu-west,
2026-04-10T08:39:53Z,R31140,U0603,notification-service,/notifications/status,POST,200,381,eu-west,
2026-04-10T08:40:09Z,R05590,U0222,payment-service,/payments/refund,GET,201,651,eu-west,
2026-04-10T08:40:12Z,R02704,U1558,search-service,/search,GET,200,340,us-east,
2026-04-10T08:40:15Z,R29191,U2370,payment-service,/payments/status,POST,301,614,eu-west,
2026-04-10T08:40:15Z,R46283,U0905,payment-service,/payments/refund,DELETE,502,2158,eu-west,UpstreamFailure
2026-04-10T08:40:36Z,R03254,U0692,order-service,/orders/update,PUT,200,365,eu-west,
2026-04-10T08:40:41Z,R26043,U1642,search-service,/search/filter,GET,200,534,eu-west,
2026-04-10T08:40:50Z,R16551,U2077,search-service,/search/filter,GET,403,646,eu-west,
2026-04-10T08:41:12Z,R35121,U0243,order-service,/orders,POST,200,206,eu-central,
2026-04-10T08:41:17Z,R28043,U1214,auth-service,/register,POST,400,177,ap-east,
2026-04-10T08:41:23Z,R42178,U0265,notification-service,/notifications/send,POST,200,90,eu-central,
2026-04-10T08:41:28Z,R39483,U0925,notification-service,/notifications/preferences,POST,200,63,us-east,
2026-04-10T08:41:35Z,R13638,U0227,notification-service,/notifications/status,GET,301,278,eu-west,
2026-04-10T08:41:37Z,R19913,U2302,search-service,/search,GET,200,474,eu-central,
2026-04-10T08:41:44Z,R45458,U0399,order-service,/orders,POST,400,322,eu-west,
2026-04-10T08:41:45Z,R08584,U2330,payment-service,/payments/confirm,POST,200,572,eu-central,
2026-04-10T08:41:57Z,R23436,U1760,notification-service,/notifications/send,GET,200,185,eu-west,
2026-04-10T08:42:24Z,R17121,U0817,search-service,/search,GET,200,583,ap-east,
2026-04-10T08:42:39Z,R48905,U0692,auth-service,/logout,POST,400,136,ap-east,
2026-04-10T08:42:45Z,R01726,U0509,notification-service,/notifications/preferences,GET,201,243,eu-central,
2026-04-10T08:42:45Z,R09284,U2140,search-service,/search/results,GET,200,1281,eu-west,
2026-04-10T08:42:56Z,R00297,U1459,payment-service,/payments/refund,POST,503,2096,eu-central,Timeout
2026-04-10T08:43:19Z,R09468,U0875,auth-service,/token/refresh,POST,200,128,eu-west,
2026-04-10T08:43:49Z,R05485,U0673,order-service,/orders/create,PUT,200,263,eu-central,
2026-04-10T08:43:59Z,R08739,U0188,search-service,/search,GET,200,501,eu-central,
2026-04-10T08:44:43Z,R43566,U0310,search-service,/search/results,GET,200,509,us-east,
2026-04-10T08:45:13Z,R00978,U2475,order-service,/orders/history,POST,400,321,eu-west,
2026-04-10T08:45:18Z,R27012,U0848,payment-service,/payments,POST,503,1966,eu-central,ServiceUnavailable
2026-04-10T08:45:31Z,R48259,U1318,auth-service,/logout,POST,200,85,eu-west,
2026-04-10T08:45:57Z,R42046,U0818,payment-service,/payments/confirm,GET,200,470,eu-west,
2026-04-10T08:46:04Z,R48336,U2027,auth-service,/token/refresh,POST,204,167,eu-west,
2026-04-10T08:46:25Z,R41150,U2153,auth-service,/password/reset,POST,200,122,eu-west,
2026-04-10T08:46:41Z,R23860,U1826,payment-service,/payments/confirm,PUT,200,439,ap-east,
2026-04-10T08:46:43Z,R12315,U2087,search-service,/search/results,GET,302,657,us-east,
2026-04-10T08:46:51Z,R05882,U1596,payment-service,/payments/confirm,POST,200,267,eu-west,
2026-04-10T08:47:05Z,R31636,U1764,search-service,/search/filter,GET,200,871,eu-west,
2026-04-10T08:47:18Z,R00172,U0647,order-service,/orders,GET,503,2248,eu-west,Timeout
2026-04-10T08:47:24Z,R43316,U1501,order-service,/orders/update,GET,200,290,ap-east,
2026-04-10T08:47:44Z,R47132,U1131,notification-service,/notifications/preferences,GET,503,2280,eu-west,Timeout
2026-04-10T08:47:45Z,R26913,U2249,notification-service,/notifications/preferences,POST,200,175,ap-east,
2026-04-10T08:47:46Z,R37833,U1713,search-service,/search/autocomplete,GET,201,688,eu-central,
2026-04-10T08:48:01Z,R12057,U2164,notification-service,/notifications/send,POST,302,342,eu-west,
2026-04-10T08:48:24Z,R25007,U1365,payment-service,/payments,PUT,404,373,eu-central,
2026-04-10T08:48:35Z,R07355,U1178,notification-service,/notifications/status,POST,500,2052,eu-central,Timeout
2026-04-10T08:48:36Z,R43677,U1546,payment-service,/payments/refund,POST,200,499,eu-central,
2026-04-10T08:48:40Z,R27608,U0041,search-service,/search/autocomplete,GET,200,454,ap-east,
2026-04-10T08:48:55Z,R03402,U1805,auth-service,/password/reset,GET,200,65,eu-west,
2026-04-10T08:49:01Z,R41818,U0559,auth-service,/token/refresh,POST,200,108,eu-west,
2026-04-10T08:49:04Z,R15800,U2282,order-service,/orders/create,POST,500,2144,us-east,Timeout
2026-04-10T08:49:15Z,R02812,U0180,payment-service,/payments,POST,200,519,ap-east,
2026-04-10T08:49:15Z,R45966,U0618,auth-service,/password/reset,PUT,200,207,ap-east,
2026-04-10T08:49:24Z,R36536,U0738,order-service,/orders/history,POST,404,314,eu-central,
2026-04-10T08:49:30Z,R32504,U0221,auth-service,/login,POST,200,106,us-east,
2026-04-10T08:49:33Z,R30892,U2143,order-service,/orders/history,GET,200,395,eu-central,
2026-04-10T08:49:34Z,R17699,U1427,order-service,/orders/create,GET,204,57,us-east,
2026-04-10T08:49:35Z,R19708,U1787,order-service,/orders/create,POST,200,436,eu-central,
2026-04-10T08:49:44Z,R07554,U1154,search-service,/search/filter,GET,200,221,eu-west,
2026-04-10T08:50:26Z,R49804,U1893,search-service,/search,GET,200,909,ap-east,
2026-04-10T08:50:29Z,R02314,U2136,order-service,/orders/create,GET,200,388,us-east,
2026-04-10T08:50:39Z,R40090,U1874,order-service,/orders/update,PUT,201,1334,eu-west,
2026-04-10T08:50:39Z,R47165,U0655,payment-service,/payments/refund,POST,200,299,eu-central,
2026-04-10T08:50:49Z,R08580,U1939,search-service,/search/filter,GET,200,894,eu-west,
2026-04-10T08:50:50Z,R10886,U0434,notification-service,/notifications/send,POST,200,201,eu-west,
2026-04-10T08:50:55Z,R45300,U0965,order-service,/orders/history,GET,200,242,eu-west,
2026-04-10T08:51:01Z,R42414,U0855,search-service,/search/autocomplete,GET,200,485,us-east,
2026-04-10T08:51:09Z,R29059,U2470,notification-service,/notifications/status,GET,200,296,ap-east,
2026-04-10T08:51:28Z,R24525,U1887,auth-service,/logout,POST,200,118,eu-west,
2026-04-10T08:51:42Z,R05088,U0242,auth-service,/token/refresh,POST,200,166,eu-west,
2026-04-10T08:52:15Z,R28502,U0545,search-service,/search/autocomplete,GET,404,770,ap-east,
2026-04-10T08:52:20Z,R32328,U1409,order-service,/orders/checkout,POST,200,504,eu-west,
